time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic,characteristic_group,gender,subject,scaled_scores,t_eligible_pupils,pt_cumulative
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,85,1750,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,86,1920,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,87,2043,5
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,88,4410,6
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,89,2394,7
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,90,2637,8
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,91,5746,9
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,92,3160,10
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,93,7074,13
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,94,4019,14
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,95,4313,15
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,96,9843,18
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,97,5608,20
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,98,12882,24
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,99,7627,26
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,100,17708,32
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,101,10201,35
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,102,11222,38
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,103,12376,42
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,104,27423,51
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,105,15085,55
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,106,15678,60
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,107,16714,65
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,108,16752,71
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,109,16836,76
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,110,16062,81
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,111,14994,85
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,112,170,86
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,113,13461,90
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,114,11490,93
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,115,8734,96
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,116,90,96
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,117,6296,98
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,118,3900,99
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Reading,120,2796,100
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",N,280,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",80,315,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",81,540,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",82,808,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",83,1032,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",84,1209,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",85,1441,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",86,1625,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",87,3639,3
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",88,2010,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",89,4183,5
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",90,4904,7
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",91,2526,8
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",92,5431,9
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",93,6022,11
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",94,6511,13
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",95,7141,15
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",96,11856,19
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",97,8502,22
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",98,9502,25
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",99,10382,28
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",100,11016,31
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",101,12125,35
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",102,19705,41
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",103,14572,46
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",104,15324,50
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",105,15860,55
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",106,8347,58
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",107,16982,63
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",108,16754,68
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",109,16617,74
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",110,8338,76
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",111,8175,79
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",112,15714,84
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",113,7493,86
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",114,6993,88
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",115,6719,90
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",116,6234,92
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",117,5729,94
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",118,5053,95
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",119,4472,97
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,"Grammar, punctuation and spelling",120,10366,100
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,N,868,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,80,588,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,81,641,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,82,753,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,83,1673,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,84,944,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,85,1963,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,86,2080,3
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,87,2203,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,88,2279,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,89,2324,5
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,90,3590,6
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,91,3785,7
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,92,5124,9
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,93,4017,10
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,94,5541,12
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,95,5830,14
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,96,6321,16
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,97,8572,18
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,98,7436,21
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,99,10081,24
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,100,12040,27
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,101,11173,31
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,102,16140,36
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,103,14862,40
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,104,16948,46
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,105,19319,52
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,106,16128,57
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,107,23030,64
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,108,18774,70
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,109,13243,74
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,110,13900,78
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,111,20446,84
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,112,7113,86
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,113,13457,91
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,114,6527,93
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,115,5782,94
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,116,5497,96
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,117,4639,98
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,118,3774,99
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,119,31,99
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Boys,Maths,120,4106,100
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,N,609,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,80,978,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,81,627,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,82,731,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,83,786,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,84,951,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,85,1014,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,86,1044,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,87,1221,3
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,88,2678,3
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,89,1533,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,90,1578,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,91,3583,5
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,92,2018,6
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,93,4729,8
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,94,2696,8
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,95,2945,9
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,96,6940,12
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,97,4106,13
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,98,9779,16
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,99,5967,18
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,100,13794,22
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,101,8349,25
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,102,9415,28
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,103,10625,31
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,104,24987,39
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,105,14536,44
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,106,15801,49
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,107,17333,54
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,108,18299,60
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,109,18718,66
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,110,19307,72
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,111,18750,78
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,112,205,78
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,113,17819,84
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,114,16036,89
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,115,13119,93
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,116,149,93
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,117,10368,96
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,118,6856,98
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Reading,120,5675,100
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",N,143,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",80,181,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",81,248,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",82,408,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",83,580,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",84,660,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",85,786,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",86,902,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",87,2135,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",88,1182,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",89,2635,3
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",90,3091,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",91,1668,5
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",92,3715,6
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",93,4048,7
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",94,4698,9
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",95,5335,10
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",96,9128,13
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",97,7108,15
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",98,7953,18
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",99,8771,21
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",100,9955,24
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",101,10905,27
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",102,18620,33
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",103,13987,38
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",104,14892,42
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",105,16137,47
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",106,8533,50
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",107,17527,56
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",108,18238,61
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",109,18439,67
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",110,9352,70
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",111,9338,73
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",112,18034,79
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",113,8719,82
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",114,8438,84
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",115,8157,87
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",116,7637,89
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",117,7088,92
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",118,6544,94
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",119,5704,95
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,"Grammar, punctuation and spelling",120,14349,100
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,N,931,0
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,80,663,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,81,771,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,82,886,1
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,83,1985,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,84,1040,2
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,85,2151,3
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,86,2179,3
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,87,2291,4
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,88,2386,5
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,89,2384,6
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,90,3854,7
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,91,3868,8
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,92,5593,10
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,93,4463,11
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,94,6191,13
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,95,6707,15
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,96,7165,18
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,97,9664,21
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,98,8683,23
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,99,12112,27
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,100,14164,32
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,101,12913,36
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,102,18641,42
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,103,16771,47
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,104,18256,53
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,105,19887,59
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,106,15707,64
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,107,21323,71
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,108,16470,76
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,109,11126,79
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,110,11404,83
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,111,16789,88
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,112,5334,90
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,113,10280,93
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,114,4781,95
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,115,4302,96
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,116,3897,97
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,117,3105,98
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,118,2449,99
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,119,15,99
202122,Academic year,National,E92000001,England,Provisional,School type,Allschools,Girls,Maths,120,2541,100
